,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
306,David Loiola,br  BRA,DF,Ceará,19,2002,4.4,0,3,1,33.3,0.68,0.23,0.00,0.00,15.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
307,Marcelo Lomba,br  BRA,GK,Palmeiras,35,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
308,Kevin Lomónaco,ar  ARG,DF,Bragantino,20,2002,12.4,0,1,0,0.0,0.08,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
309,José López,ar  ARG,FW,Palmeiras,21,2000,6.1,2,23,12,52.2,3.79,1.98,0.09,0.17,12.6,0,0,0,3.3,3.3,0.14,-1.3,-1.3
310,Henrique Lordelo,br  BRA,"MF,DF",Goiás,21,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
311,Guillermo de los Santos,uy  URU,DF,Coritiba,30,1991,10.5,0,9,4,44.4,0.86,0.38,0.00,0.00,14.7,0,0,0,0.9,0.9,0.10,-0.9,-0.9
312,Lucão,br  BRA,GK,Bragantino,20,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
313,Lucas,br  BRA,DF,Santos,20,2001,16.2,0,14,4,28.6,0.87,0.25,0.00,0.00,24.7,3,0,0,0.7,0.7,0.05,-0.7,-0.7
314,Ayrton Lucas,br  BRA,DF,Flamengo,24,1997,28.4,2,22,9,40.9,0.77,0.32,0.09,0.22,20.7,0,0,0,1.6,1.6,0.07,+0.4,+0.4
315,João Lucas,br  BRA,"DF,MF",Cuiabá,23,1998,23.8,0,12,4,33.3,0.50,0.17,0.00,0.00,23.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6
316,Luciano,br  BRA,FW,São Paulo,28,1993,22.6,11,64,27,42.2,2.83,1.19,0.14,0.33,17.8,2,2,3,9.5,7.1,0.11,+1.5,+1.9
317,André Luis,br  BRA,"FW,MF",Cuiabá,24,1997,20.4,3,32,9,28.1,1.57,0.44,0.09,0.33,19.5,0,0,0,2.1,2.1,0.07,+0.9,+0.9
318,Filipe Luís,br  BRA,DF,Flamengo,36,1985,7.1,0,3,0,0.0,0.43,0.00,0.00,,16.1,0,0,0,0.6,0.6,0.21,-0.6,-0.6
319,Victor Luis,br  BRA,DF,Ceará,28,1993,15.7,0,17,2,11.8,1.08,0.13,0.00,0.00,30.5,6,0,0,0.4,0.4,0.03,-0.4,-0.4
320,David Luiz,br  BRA,DF,Flamengo,34,1987,15.8,0,14,7,50.0,0.88,0.44,0.00,0.00,18.6,4,0,0,1.0,1.0,0.07,-1.0,-1.0
321,Luizão,br  BRA,DF,São Paulo,19,2002,11.0,1,2,2,100.0,0.18,0.18,0.50,0.50,16.6,0,0,0,0.7,0.7,0.33,+0.3,+0.3
322,Vinícius Machado,br  BRA,GK,Ceará,21,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
323,Mádson,br  BRA,DF,Santos,30,1992,23.8,3,9,4,44.4,0.38,0.17,0.33,0.75,10.8,0,0,0,0.8,0.8,0.09,+2.2,+2.2
324,Maguinho,br  BRA,"DF,MF",Goiás,29,1993,21.6,0,11,1,9.1,0.51,0.05,0.00,0.00,21.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
325,Gustavo Maia,br  BRA,FW,Internacional,21,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
326,Leonardo Maia,br  BRA,MF,Bragantino,18,2003,0.3,0,0,0,,0.00,0.00,,,,,0,0,,,,,
327,Pablo Maia,br  BRA,MF,São Paulo,20,2002,22.8,0,30,11,36.7,1.32,0.48,0.00,0.00,28.6,0,0,0,0.9,0.9,0.03,-0.9,-0.9
328,Thiago Maia,br  BRA,MF,Flamengo,24,1997,17.2,0,6,3,50.0,0.35,0.17,0.00,0.00,25.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
329,Maicon,br  BRA,DF,Santos,33,1988,21.3,0,13,4,30.8,0.61,0.19,0.00,0.00,15.4,3,0,0,0.9,0.9,0.07,-0.9,-0.9
330,Iago Maidana,br  BRA,DF,América (MG),25,1996,11.5,3,5,1,20.0,0.43,0.09,0.20,1.00,19.0,0,2,2,1.2,0.3,0.06,+1.8,+0.7
331,Léo Mana,br  BRA,DF,Corinthians,17,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
332,Alef Manga,br  BRA,"FW,MF",Coritiba,27,1994,27.0,9,81,30,37.0,3.00,1.11,0.09,0.23,18.8,0,2,2,8.0,6.5,0.08,+1.0,+0.5
333,Manoel,br  BRA,DF,Fluminense,31,1990,27.2,4,20,4,20.0,0.74,0.15,0.20,1.00,10.7,0,0,0,1.6,1.6,0.08,+2.4,+2.4
334,Gustavo Mantuan,br  BRA,"FW,DF",Corinthians,20,2001,9.6,3,19,8,42.1,1.98,0.83,0.16,0.38,17.4,1,0,0,1.8,1.8,0.10,+1.2,+1.2
335,Luis Manuel Orejuela,co  COL,DF,Atl Paranaense,26,1995,13.0,1,4,1,25.0,0.31,0.08,0.25,1.00,20.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7
336,Maranhão,br  BRA,FW,Botafogo (RJ),19,2002,1.0,0,2,0,0.0,2.00,0.00,0.00,,,,0,0,,,,,
337,Fernando Marçal,br  BRA,DF,Botafogo (RJ),32,1989,17.1,1,10,5,50.0,0.58,0.29,0.10,0.20,26.6,2,0,0,0.3,0.3,0.03,+0.7,+0.7
338,Marcelo,br  BRA,DF,Fortaleza,26,1996,29.0,0,15,7,46.7,0.52,0.24,0.00,0.00,11.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0
339,Marcinho,br  BRA,"FW,MF",Avaí,26,1995,5.8,1,13,5,38.5,2.25,0.86,0.08,0.20,15.8,0,0,0,1.1,1.1,0.08,-0.1,-0.1
340,Mariano,br  BRA,DF,Atlético Mineiro,35,1986,19.2,0,5,0,0.0,0.26,0.00,0.00,,23.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2
341,Marinho,br  BRA,FW,Flamengo,31,1990,15.3,4,45,14,31.1,2.93,0.91,0.07,0.21,21.6,6,1,1,3.1,2.3,0.05,+0.9,+0.7
342,Rodriguinho Marinho,br  BRA,"FW,MF",Cuiabá,33,1988,16.5,3,49,13,26.5,2.98,0.79,0.06,0.23,16.9,2,0,0,4.5,4.5,0.09,-1.5,-1.5
343,Marlos,ua  UKR,"MF,FW",Atl Paranaense,33,1988,1.7,0,4,1,25.0,2.40,0.60,0.00,0.00,18.5,1,0,0,0.3,0.3,0.07,-0.3,-0.3
344,Felipe Marques,br  BRA,"FW,MF",Cuiabá,32,1990,10.6,0,17,5,29.4,1.60,0.47,0.00,0.00,20.0,0,0,0,1.1,1.1,0.06,-1.1,-1.1
345,Gustavo Marques,br  BRA,DF,América (MG),20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
346,Marrony,br  BRA,"FW,MF",Fluminense,22,1999,2.0,0,7,1,14.3,3.54,0.51,0.00,0.00,16.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
347,Matheus Martinelli,br  BRA,MF,Fluminense,20,2001,18.0,1,23,6,26.1,1.28,0.33,0.04,0.17,18.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6
348,Adrián Martínez,ar  ARG,"FW,MF",Coritiba,29,1992,11.1,4,27,10,37.0,2.43,0.90,0.15,0.40,13.1,0,0,0,4.4,4.4,0.16,-0.4,-0.4
349,Matheus Martins,br  BRA,"FW,MF",Fluminense,18,2003,17.8,3,48,12,25.0,2.69,0.67,0.06,0.25,17.9,1,0,0,3.7,3.7,0.08,-0.7,-0.7
350,Wellington Martins,br  BRA,MF,Fluminense,31,1991,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
351,Gonzalo Mastriani,uy  URU,FW,América (MG),28,1993,5.2,1,8,3,37.5,1.54,0.58,0.13,0.33,13.8,0,0,0,1.3,1.3,0.17,-0.3,-0.3
352,Mateusão,br  BRA,"FW,MF",Flamengo,17,2004,2.5,0,2,0,0.0,0.79,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
353,William Matheus,br  BRA,DF,Juventude,31,1990,10.1,0,5,2,40.0,0.50,0.20,0.00,0.00,9.4,0,0,0,1.0,1.0,0.19,-1.0,-1.0
354,Matheusinho,br  BRA,"MF,FW",América (MG),23,1998,15.3,2,27,10,37.0,1.77,0.65,0.07,0.20,19.6,0,0,0,2.0,2.0,0.07,0.0,0.0
355,Matheuzinho,br  BRA,DF,Flamengo,21,2000,23.9,1,12,2,16.7,0.50,0.08,0.08,0.50,20.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4
356,Diego Matos,br  BRA,DF,Avaí,25,1997,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
357,Mauricio,br  BRA,"FW,MF",Internacional,20,2001,17.4,6,38,11,28.9,2.18,0.63,0.16,0.55,17.9,0,0,0,4.0,4.0,0.11,+2.0,+2.0
358,Maycon,br  BRA,MF,Corinthians,24,1997,8.8,0,6,0,0.0,0.68,0.00,0.00,,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
359,Mayke,br  BRA,"DF,FW",Palmeiras,29,1992,16.3,3,10,8,80.0,0.61,0.49,0.30,0.38,14.8,0,0,0,1.6,1.6,0.16,+1.4,+1.4
360,Bruno Melo,br  BRA,"DF,MF",Corinthians,29,1992,4.9,0,4,1,25.0,0.82,0.20,0.00,0.00,8.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
361,Felipe Melo,br  BRA,"DF,MF",Fluminense,38,1983,8.1,0,1,0,0.0,0.12,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
362,Darlan Mendes,br  BRA,"MF,FW",Juventude,23,1998,1.3,0,2,0,0.0,1.51,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.01,0.0,0.0
363,Vitor Mendes,br  BRA,DF,Juventude,22,1999,18.3,1,16,4,25.0,0.87,0.22,0.06,0.25,15.0,0,0,0,1.1,1.0,0.06,-0.1,0.0
364,Stiven Mendoza,co  COL,FW,Ceará,29,1992,25.9,10,81,27,33.3,3.13,1.04,0.11,0.33,16.4,2,1,2,11.0,9.4,0.12,-1.0,-0.4
365,Ramon Menezes Roma,br  BRA,DF,Atl Goianiense,26,1995,14.0,0,6,2,33.3,0.43,0.14,0.00,0.00,9.5,0,0,0,0.8,0.8,0.13,-0.8,-0.8
366,Gabriel Menino,br  BRA,MF,Palmeiras,21,2000,10.2,2,25,7,28.0,2.45,0.69,0.08,0.29,24.8,4,0,0,1.2,1.2,0.05,+0.8,+0.8
367,Gabriel Mercado,ar  ARG,DF,Internacional,34,1987,23.6,0,8,4,50.0,0.34,0.17,0.00,0.00,15.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
368,John Mercado,ec  ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
369,Miguel Merentiel,uy  URU,"FW,MF",Palmeiras,25,1996,2.6,2,4,3,75.0,1.51,1.13,0.50,0.67,7.9,0,0,0,1.1,1.1,0.28,+0.9,+0.9
370,Messias,br  BRA,DF,Ceará,27,1994,23.0,0,13,2,15.4,0.57,0.09,0.00,0.00,12.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
371,Lucas Mezenga,br  BRA,DF,Botafogo (RJ),20,2001,3.1,0,2,1,50.0,0.64,0.32,0.00,0.00,12.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
372,Michel,br  BRA,DF,Ceará,31,1990,11.8,0,8,1,12.5,0.68,0.08,0.00,0.00,24.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
373,Carlos Miguel,br  BRA,GK,Corinthians,23,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
374,Fernando Miguel,br  BRA,GK,Fortaleza,36,1985,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
375,Miranda,br  BRA,DF,São Paulo,37,1984,12.8,0,9,2,22.2,0.70,0.16,0.00,0.00,10.2,0,0,0,1.6,1.6,0.18,-1.6,-1.6
376,Paulo Miranda,br  BRA,DF,Juventude,33,1988,16.4,0,12,3,25.0,0.73,0.18,0.00,0.00,11.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6
377,Paulinho Moccelin,br  BRA,"MF,FW",Juventude,27,1994,4.3,0,7,2,28.6,1.63,0.47,0.00,0.00,20.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
378,Moisés,br  BRA,DF,Internacional,26,1995,6.5,2,9,5,55.6,1.38,0.76,0.22,0.40,18.8,0,0,0,1.0,1.0,0.11,+1.0,+1.0
379,Moises,br  BRA,"FW,MF",Fortaleza,25,1996,25.0,7,58,22,37.9,2.32,0.88,0.12,0.32,18.0,2,0,0,6.2,6.2,0.11,+0.8,+0.8
380,Rodrigo Moledo,br  BRA,DF,Internacional,34,1987,13.5,0,18,5,27.8,1.33,0.37,0.00,0.00,11.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4
381,Jacob Montes,us  USA,MF,Botafogo (RJ),23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
382,Moraes,br  BRA,"DF,MF",Juventude,24,1997,15.2,1,19,7,36.8,1.25,0.46,0.05,0.14,24.6,0,0,0,1.0,1.0,0.05,0.0,0.0
383,Airton Moraes,br  BRA,GK,América (MG),27,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
384,Júnior Moraes,ua  UKR,FW,Corinthians,34,1987,4.5,0,6,2,33.3,1.34,0.45,0.00,0.00,14.5,0,0,0,0.5,0.5,0.08,-0.5,-0.5
385,Wesley Moraes,br  BRA,FW,Internacional,25,1996,3.3,0,6,3,50.0,1.79,0.90,0.00,0.00,12.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8
386,Morato,br  BRA,"FW,MF",Avaí,29,1992,7.3,2,19,6,31.6,2.61,0.82,0.11,0.33,21.8,0,0,0,2.0,2.0,0.10,0.0,0.0
387,João Moreira,pt  POR,DF,São Paulo,17,2004,3.2,0,1,0,0.0,0.31,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.02,0.0,0.0
388,Lucas Moreira,br  BRA,"MF,FW",Cuiabá,21,2000,1.4,0,2,1,50.0,1.38,0.69,0.00,0.00,14.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
389,Gustavo Mosquito,br  BRA,"FW,MF",Corinthians,24,1997,12.6,3,15,5,33.3,1.19,0.40,0.20,0.60,13.6,0,0,0,1.7,1.7,0.11,+1.3,+1.3
390,Hugo Moura,br  BRA,MF,Atl Paranaense,24,1998,19.4,1,16,6,37.5,0.82,0.31,0.06,0.17,25.5,0,0,0,0.5,0.5,0.03,+0.5,+0.5
391,Alex Muralha,br  BRA,GK,Coritiba,32,1989,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
392,Muriqui,br  BRA,"FW,MF",Avaí,35,1986,14.3,4,18,3,16.7,1.26,0.21,0.11,0.67,16.1,0,2,2,4.8,3.2,0.18,-0.8,-1.2
393,Andrey Ramos do Nascimento,br  BRA,MF,Coritiba,23,1998,5.4,3,17,8,47.1,3.15,1.48,0.18,0.38,27.5,3,0,0,1.0,1.0,0.06,+2.0,+2.0
394,Matheus Nascimento,br  BRA,"FW,MF",Botafogo (RJ),17,2004,6.8,0,14,6,42.9,2.06,0.88,0.00,0.00,14.8,0,0,0,1.5,1.5,0.11,-1.5,-1.5
395,Natan,br  BRA,DF,Bragantino,20,2001,32.0,2,16,7,43.8,0.50,0.22,0.13,0.29,14.6,0,0,0,1.7,1.7,0.10,+0.3,+0.3
396,Léo Natel,br  BRA,FW,Corinthians,24,1997,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0
397,Rafael Navarro,br  BRA,"FW,MF",Palmeiras,21,2000,8.0,0,27,6,22.2,3.38,0.75,0.00,0.00,10.3,0,0,0,2.7,2.7,0.10,-2.7,-2.7
398,Kaiky Naves,br  BRA,"DF,MF",Palmeiras,19,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
399,Bruno Nazário,br  BRA,MF,Juventude,26,1995,6.5,1,10,3,30.0,1.54,0.46,0.10,0.33,22.2,1,0,0,0.5,0.5,0.05,+0.5,+0.5
400,Neílton,br  BRA,"FW,DF",Coritiba,27,1994,0.9,0,1,1,100.0,1.06,1.06,0.00,0.00,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0
401,Gabriel Neris,br  BRA,MF,Juventude,20,2001,2.4,0,4,2,50.0,1.69,0.85,0.00,0.00,29.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
402,Gustavo Nescau,br  BRA,FW,Cuiabá,21,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.03,0.0,0.0
403,Rodrigo Nestor,br  BRA,MF,São Paulo,21,2000,23.6,3,59,14,23.7,2.50,0.59,0.05,0.21,21.4,5,0,0,3.7,3.7,0.06,-0.7,-0.7
404,Gabriel Neves,uy  URU,MF,São Paulo,24,1997,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
405,Nicolas,br  BRA,"FW,MF",Goiás,32,1989,11.1,5,27,9,33.3,2.44,0.81,0.19,0.56,15.0,0,0,0,2.3,2.3,0.09,+2.7,+2.7
406,Nikão,br  BRA,"FW,MF",São Paulo,29,1992,5.8,3,12,5,41.7,2.06,0.86,0.25,0.60,19.0,1,0,0,1.8,1.8,0.15,+1.2,+1.2
407,Nino,br  BRA,DF,Fluminense,24,1997,27.9,0,16,4,25.0,0.57,0.14,0.00,0.00,14.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9
408,Gabriel Noga,br  BRA,DF,Atl Goianiense,20,2002,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,
409,Ygor Nogueira,br  BRA,DF,Juventude,26,1995,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1
410,Nonato,br  BRA,MF,Fluminense,23,1998,12.1,0,11,3,27.3,0.91,0.25,0.00,0.00,24.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
411,Nonoca,br  BRA,MF,Avaí,23,1998,11.5,0,13,3,23.1,1.13,0.26,0.00,0.00,24.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0
412,Gabriel Novaes,br  BRA,"FW,MF",Bragantino,22,1999,4.3,1,6,3,50.0,1.40,0.70,0.17,0.33,9.8,0,0,0,1.5,1.5,0.24,-0.5,-0.5
413,Thales Oleques,br  BRA,DF,Avaí,27,1994,6.2,0,2,0,0.0,0.32,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0
414,Bruno Oliveira,br  BRA,"MF,FW",Santos,23,1998,5.0,0,9,6,66.7,1.82,1.21,0.00,0.00,23.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4
415,Yuri Oliveira Lima,br  BRA,MF,Juventude,27,1994,16.8,0,16,6,37.5,0.95,0.36,0.00,0.00,24.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6
416,Pedro Oliveira,br  BRA,"MF,FW",Goiás,17,2004,3.3,0,4,0,0.0,1.23,0.00,0.00,,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
417,Leo Ortiz,br  BRA,DF,Bragantino,26,1996,21.4,1,11,1,9.1,0.51,0.05,0.09,1.00,12.4,0,0,0,0.8,0.8,0.08,+0.2,+0.2
418,Kelvin Osorio,co  COL,"MF,DF",Cuiabá,28,1993,10.5,0,10,2,20.0,0.95,0.19,0.00,0.00,20.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7
419,Otávio,br  BRA,MF,Atlético Mineiro,27,1994,12.9,0,4,1,25.0,0.31,0.08,0.00,0.00,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
420,Luiz Otávio,br  BRA,DF,Ceará,33,1988,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,11.7,0,0,0,2.0,2.0,0.13,-1.0,-1.0
421,Rómulo Otero,ve  VEN,"MF,FW",Fortaleza,29,1992,2.6,1,12,7,58.3,4.68,2.73,0.08,0.14,28.5,6,0,0,0.4,0.4,0.03,+0.6,+0.6
422,Luis Oyama,br  BRA,MF,Botafogo (RJ),25,1997,12.0,0,15,2,13.3,1.25,0.17,0.00,0.00,28.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5
423,Juan Pablo,br  BRA,"DF,MF",Goiás,19,2002,1.9,0,2,0,0.0,1.05,0.00,0.00,,13.7,0,0,0,0.2,0.2,0.10,-0.2,-0.2
424,Juan Pablo Ramírez,co  COL,"MF,FW",América (MG),24,1997,4.5,1,11,4,36.4,2.46,0.90,0.09,0.25,19.3,1,0,0,0.9,0.9,0.09,+0.1,+0.1
425,Bruno Pacheco,br  BRA,DF,Ceará,30,1991,26.1,1,13,4,30.8,0.50,0.15,0.08,0.25,,,0,0,,,,,
426,Igor Paixão,br  BRA,"FW,MF",Coritiba,21,2000,17.2,4,47,12,25.5,2.73,0.70,0.09,0.33,19.8,2,0,0,5.0,5.0,0.11,-1.0,-1.0
427,Pará,br  BRA,MF,Juventude,19,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
428,Nino Paraíba,br  BRA,DF,Ceará,36,1986,24.6,1,21,3,14.3,0.85,0.12,0.05,0.33,23.1,1,0,0,1.0,1.0,0.05,0.0,0.0
429,Guilherme Parede,br  BRA,"FW,MF",Juventude,26,1995,6.6,2,11,4,36.4,1.67,0.61,0.18,0.50,,,0,0,,,,,
430,Weslley Patati,br  BRA,FW,Santos,18,2003,0.2,0,1,0,0.0,4.09,0.00,0.00,,,,0,0,,,,,
431,Patrick,br  BRA,"MF,FW",São Paulo,29,1992,21.8,5,29,8,27.6,1.33,0.37,0.17,0.63,13.5,0,0,0,2.8,2.8,0.10,+2.2,+2.2
432,Alan Patrick,br  BRA,"MF,FW",Internacional,30,1991,17.5,6,45,19,42.2,2.57,1.09,0.11,0.26,19.1,7,1,2,7.2,5.6,0.12,-1.2,-0.6
433,Luan Patrick,br  BRA,DF,América (MG),20,2002,9.0,0,4,1,25.0,0.45,0.11,0.00,0.00,28.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
434,Patryck,br  BRA,DF,São Paulo,19,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
435,Giuliano de Paula,br  BRA,MF,Corinthians,31,1990,18.4,1,20,3,15.0,1.09,0.16,0.05,0.33,14.6,0,0,0,2.8,2.8,0.14,-1.8,-1.8
436,Patrick de Paula,br  BRA,MF,Botafogo (RJ),22,1999,11.3,1,23,7,30.4,2.03,0.62,0.04,0.14,31.8,4,0,0,0.6,0.6,0.03,+0.4,+0.4
437,Paulão,br  BRA,DF,Cuiabá,35,1986,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,13.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
438,Caio Paulista,br  BRA,DF,Fluminense,23,1998,17.9,1,31,10,32.3,1.73,0.56,0.03,0.10,18.5,0,0,0,2.2,2.2,0.07,-1.2,-1.2
439,Wellington Paulista,br  BRA,FW,América (MG),37,1984,5.7,2,13,4,30.8,2.26,0.70,0.08,0.25,15.0,0,1,1,1.8,1.0,0.08,+0.2,0.0
440,Marcos Paulo,br  BRA,DF,Flamengo,19,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
441,Cristian Pavón,ar  ARG,"FW,MF",Atlético Mineiro,26,1996,7.7,1,20,5,25.0,2.60,0.65,0.05,0.20,19.7,0,0,0,1.3,1.1,0.06,-0.3,-0.1
442,Pedro,br  BRA,FW,Flamengo,24,1997,13.0,11,52,24,46.2,3.99,1.84,0.21,0.46,10.5,0,0,1,12.1,11.3,0.22,-1.1,-0.3
443,João Pedro,br  BRA,"DF,FW",Corinthians,25,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
444,João Pedro Pepê,br  BRA,MF,Cuiabá,24,1998,25.8,1,33,9,27.3,1.28,0.35,0.03,0.11,23.1,2,0,0,2.1,2.1,0.06,-1.1,-1.1
445,Peglow,br  BRA,"FW,MF",Atl Goianiense,20,2002,2.6,0,5,0,0.0,1.91,0.00,0.00,,17.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
446,Pegorari,br  BRA,GK,Juventude,30,1991,12.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
447,Matheus Peixoto,br  BRA,FW,Ceará,26,1995,5.2,0,12,5,41.7,2.29,0.96,0.00,0.00,12.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6
448,Douglas Pelé,br  BRA,"FW,DF",Goiás,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
449,Léo Pelé,br  BRA,DF,São Paulo,25,1996,27.6,0,10,0,0.0,0.36,0.00,0.00,,14.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7
450,Carlos de Pena,uy  URU,"MF,FW",Internacional,29,1992,29.3,5,60,17,28.3,2.05,0.58,0.05,0.18,26.1,7,2,3,5.1,2.7,0.04,-0.1,+0.3
451,Andreas Pereira,br  BRA,MF,Flamengo,26,1996,8.8,2,19,6,31.6,2.16,0.68,0.11,0.33,25.6,5,0,0,0.9,0.9,0.05,+1.1,+1.1
452,Egídio Pereira Júnior,br  BRA,"DF,MF",Coritiba,35,1986,14.0,1,13,6,46.2,0.93,0.43,0.08,0.17,25.2,2,0,0,0.5,0.5,0.04,+0.5,+0.5
453,Léo Pereira,br  BRA,DF,Flamengo,26,1996,12.4,0,8,2,25.0,0.65,0.16,0.00,0.00,14.0,2,0,0,0.7,0.7,0.09,-0.7,-0.7
454,Hernán Pérez,py  PAR,FW,Coritiba,32,1989,1.1,0,2,1,50.0,1.87,0.94,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
455,Lucas Perri,br  BRA,GK,Botafogo (RJ),24,1997,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
456,Petterson,br  BRA,"FW,MF",Flamengo,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
457,Yan Phillipe,br  BRA,FW,Atlético Mineiro,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
458,Lucas Piazon,br  BRA,"FW,MF",Botafogo (RJ),28,1994,8.3,0,6,2,33.3,0.72,0.24,0.00,0.00,18.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
459,Yago Pikachu,br  BRA,"DF,MF",Fortaleza,29,1992,13.4,4,27,10,37.0,2.01,0.75,0.11,0.30,20.8,1,1,2,2.7,2.3,0.09,+1.3,+0.7
