,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,TO_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,TO_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
387,João Moreira,pt  POR,DF,São Paulo,17,2004,3.2,9,2.79,7,0,2,0,0,0,2,0.62,1,0,1,0,0,0
388,Lucas Moreira,br  BRA,"MF,FW",Cuiabá,21,2000,1.4,4,2.77,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
389,Gustavo Mosquito,br  BRA,"FW,MF",Corinthians,24,1997,12.6,34,2.71,17,6,5,1,5,0,4,0.32,2,1,1,0,0,0
390,Hugo Moura,br  BRA,MF,Atl Paranaense,24,1998,19.4,31,1.59,25,0,0,2,2,2,2,0.10,2,0,0,0,0,0
391,Alex Muralha,br  BRA,GK,Coritiba,32,1989,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
392,Muriqui,br  BRA,"FW,MF",Avaí,35,1986,14.3,30,2.09,26,0,0,0,4,0,4,0.28,2,0,0,0,2,0
393,Andrey Ramos do Nascimento,br  BRA,MF,Coritiba,23,1998,5.4,26,4.82,20,0,1,1,3,1,3,0.56,2,0,0,0,1,0
394,Matheus Nascimento,br  BRA,"FW,MF",Botafogo (RJ),17,2004,6.8,15,2.20,10,0,1,3,1,0,2,0.29,0,0,0,1,1,0
395,Natan,br  BRA,DF,Bragantino,20,2001,32.0,27,0.84,25,0,1,1,0,0,2,0.06,2,0,0,0,0,0
396,Léo Natel,br  BRA,FW,Corinthians,24,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
397,Rafael Navarro,br  BRA,"FW,MF",Palmeiras,21,2000,8.0,12,1.50,6,0,1,3,2,0,0,0.00,0,0,0,0,0,0
398,Kaiky Naves,br  BRA,"DF,MF",Palmeiras,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
399,Bruno Nazário,br  BRA,MF,Juventude,26,1995,6.5,27,4.15,16,8,2,1,0,0,0,0.00,0,0,0,0,0,0
400,Neílton,br  BRA,"FW,DF",Coritiba,27,1994,0.9,9,9.53,4,2,1,0,2,0,0,0.00,0,0,0,0,0,0
401,Gabriel Neris,br  BRA,MF,Juventude,20,2001,2.4,5,2.10,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0
402,Gustavo Nescau,br  BRA,FW,Cuiabá,21,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
403,Rodrigo Nestor,br  BRA,MF,São Paulo,21,2000,23.6,80,3.39,47,16,3,10,2,2,6,0.25,5,0,0,1,0,0
404,Gabriel Neves,uy  URU,MF,São Paulo,24,1997,6.3,11,1.74,9,0,1,0,0,1,2,0.32,2,0,0,0,0,0
405,Nicolas,br  BRA,"FW,MF",Goiás,32,1989,11.1,32,2.89,23,1,1,2,4,1,4,0.36,3,0,0,1,0,0
406,Nikão,br  BRA,"FW,MF",São Paulo,29,1992,5.8,29,4.98,16,10,0,0,2,1,1,0.17,1,0,0,0,0,0
407,Nino,br  BRA,DF,Fluminense,24,1997,27.9,28,1.00,24,1,0,3,0,0,2,0.07,2,0,0,0,0,0
408,Gabriel Noga,br  BRA,DF,Atl Goianiense,20,2002,0.0,,,,,,,,,,,,,,,,
409,Ygor Nogueira,br  BRA,DF,Juventude,26,1995,5.0,3,0.60,3,0,0,0,0,0,1,0.20,1,0,0,0,0,0
410,Nonato,br  BRA,MF,Fluminense,23,1998,12.1,47,3.88,39,4,0,1,2,1,5,0.41,4,0,0,1,0,0
411,Nonoca,br  BRA,MF,Avaí,23,1998,11.5,28,2.43,21,0,3,1,3,0,1,0.09,1,0,0,0,0,0
412,Gabriel Novaes,br  BRA,"FW,MF",Bragantino,22,1999,4.3,7,1.64,3,0,0,1,3,0,1,0.23,0,0,0,0,1,0
413,Thales Oleques,br  BRA,DF,Avaí,27,1994,6.2,12,1.94,10,2,0,0,0,0,1,0.16,0,1,0,0,0,0
414,Bruno Oliveira,br  BRA,"MF,FW",Santos,23,1998,5.0,28,5.64,17,6,1,0,3,1,2,0.40,2,0,0,0,0,0
415,Yuri Oliveira Lima,br  BRA,MF,Juventude,27,1994,16.8,38,2.26,36,1,0,1,0,0,4,0.24,4,0,0,0,0,0
416,Pedro Oliveira,br  BRA,"MF,FW",Goiás,17,2004,3.3,12,3.36,9,0,0,1,2,0,2,0.56,2,0,0,0,0,0
417,Leo Ortiz,br  BRA,DF,Bragantino,26,1996,21.4,39,1.83,34,0,1,3,0,1,7,0.33,6,0,0,0,0,1
418,Kelvin Osorio,co  COL,"MF,DF",Cuiabá,28,1993,10.5,39,3.72,27,11,0,1,0,0,0,0.00,0,0,0,0,0,0
419,Otávio,br  BRA,MF,Atlético Mineiro,27,1994,12.9,11,0.85,8,0,1,0,0,2,1,0.08,1,0,0,0,0,0
420,Luiz Otávio,br  BRA,DF,Ceará,33,1988,21.2,14,0.69,10,1,0,1,2,0,0,0.00,0,0,0,0,0,0
421,Rómulo Otero,ve  VEN,"MF,FW",Fortaleza,29,1992,2.6,16,6.26,8,6,0,0,2,0,1,0.39,1,0,0,0,0,0
422,Luis Oyama,br  BRA,MF,Botafogo (RJ),25,1997,12.0,33,2.74,28,0,3,0,1,1,0,0.00,0,0,0,0,0,0
423,Juan Pablo,br  BRA,"DF,MF",Goiás,19,2002,1.9,4,2.09,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
424,Juan Pablo Ramírez,co  COL,"MF,FW",América (MG),24,1997,4.5,19,4.26,11,0,4,2,1,1,2,0.45,1,0,1,0,0,0
425,Bruno Pacheco,br  BRA,DF,Ceará,30,1991,26.1,,,,,,,,,,,,,,,,
426,Igor Paixão,br  BRA,"FW,MF",Coritiba,21,2000,17.2,72,4.18,40,11,11,5,5,0,7,0.41,5,0,2,0,0,0
427,Pará,br  BRA,MF,Juventude,19,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
428,Nino Paraíba,br  BRA,DF,Ceará,36,1986,24.6,77,3.13,60,4,6,2,5,0,3,0.12,2,0,1,0,0,0
429,Guilherme Parede,br  BRA,"FW,MF",Juventude,26,1995,6.6,,,,,,,,,,,,,,,,
430,Weslley Patati,br  BRA,FW,Santos,18,2003,0.2,,,,,,,,,,,,,,,,
431,Patrick,br  BRA,"MF,FW",São Paulo,29,1992,21.8,53,2.43,44,0,2,6,0,1,10,0.46,6,0,1,2,0,1
432,Alan Patrick,br  BRA,"MF,FW",Internacional,30,1991,17.5,99,5.65,65,18,6,8,2,0,12,0.69,9,1,0,2,0,0
433,Luan Patrick,br  BRA,DF,América (MG),20,2002,9.0,15,1.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
434,Patryck,br  BRA,DF,São Paulo,19,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
435,Giuliano de Paula,br  BRA,MF,Corinthians,31,1990,18.4,60,3.27,49,4,3,2,2,0,5,0.27,4,0,0,1,0,0
436,Patrick de Paula,br  BRA,MF,Botafogo (RJ),22,1999,11.3,24,2.12,14,1,4,0,3,2,3,0.27,2,0,0,0,1,0
437,Paulão,br  BRA,DF,Cuiabá,35,1986,8.0,3,0.37,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
438,Caio Paulista,br  BRA,DF,Fluminense,23,1998,17.9,50,2.80,33,2,6,4,5,0,6,0.34,3,0,1,1,1,0
439,Wellington Paulista,br  BRA,FW,América (MG),37,1984,5.7,8,1.39,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
440,Marcos Paulo,br  BRA,DF,Flamengo,19,2003,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
441,Cristian Pavón,ar  ARG,"FW,MF",Atlético Mineiro,26,1996,7.7,34,4.42,21,2,8,1,2,0,1,0.13,0,0,0,0,1,0
442,Pedro,br  BRA,FW,Flamengo,24,1997,13.0,33,2.53,19,0,6,4,4,0,5,0.38,3,0,0,2,0,0
443,João Pedro,br  BRA,"DF,FW",Corinthians,25,1996,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
444,João Pedro Pepê,br  BRA,MF,Cuiabá,24,1998,25.8,93,3.61,66,16,5,2,2,2,2,0.08,2,0,0,0,0,0
445,Peglow,br  BRA,"FW,MF",Atl Goianiense,20,2002,2.6,13,5.00,5,3,2,2,1,0,2,0.77,1,1,0,0,0,0
446,Pegorari,br  BRA,GK,Juventude,30,1991,12.7,3,0.24,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
447,Matheus Peixoto,br  BRA,FW,Ceará,26,1995,5.2,14,2.68,7,0,1,2,4,0,1,0.19,0,0,0,1,0,0
448,Douglas Pelé,br  BRA,"FW,DF",Goiás,22,1999,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
449,Léo Pelé,br  BRA,DF,São Paulo,25,1996,27.6,40,1.45,34,1,0,3,0,2,7,0.25,5,0,0,2,0,0
450,Carlos de Pena,uy  URU,"MF,FW",Internacional,29,1992,29.3,105,3.59,66,29,0,4,2,4,15,0.51,9,3,0,1,0,2
451,Andreas Pereira,br  BRA,MF,Flamengo,26,1996,8.8,32,3.64,24,5,1,1,1,0,1,0.11,1,0,0,0,0,0
452,Egídio Pereira Júnior,br  BRA,"DF,MF",Coritiba,35,1986,14.0,47,3.36,29,13,1,2,2,0,4,0.29,2,1,0,1,0,0
453,Léo Pereira,br  BRA,DF,Flamengo,26,1996,12.4,19,1.54,17,0,0,2,0,0,2,0.16,1,0,0,1,0,0
454,Hernán Pérez,py  PAR,FW,Coritiba,32,1989,1.1,1,0.94,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
455,Lucas Perri,br  BRA,GK,Botafogo (RJ),24,1997,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
456,Petterson,br  BRA,"FW,MF",Flamengo,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
457,Yan Phillipe,br  BRA,FW,Atlético Mineiro,17,2004,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
458,Lucas Piazon,br  BRA,"FW,MF",Botafogo (RJ),28,1994,8.3,22,2.64,18,3,0,1,0,0,0,0.00,0,0,0,0,0,0
459,Yago Pikachu,br  BRA,"DF,MF",Fortaleza,29,1992,13.4,48,3.58,30,10,2,2,4,0,2,0.15,1,1,0,0,0,0
460,Mario Pineida,ec  ECU,DF,Fluminense,29,1992,3.7,7,1.90,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
461,Joaquín Piquerez,uy  URU,DF,Palmeiras,23,1998,24.7,57,2.30,48,4,2,1,1,1,4,0.16,3,0,1,0,0,0
462,Felipe Pires,br  BRA,"MF,FW",Juventude,26,1995,7.4,25,3.37,16,2,1,0,6,0,2,0.27,2,0,0,0,0,0
463,Rafael Pires,br  BRA,GK,Atlético Mineiro,32,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
464,Lucas Piton,br  BRA,"DF,FW",Corinthians,21,2000,19.7,36,1.83,27,3,2,4,0,0,5,0.25,4,1,0,0,0,0
465,Isidro Pitta,py  PAR,FW,Juventude,22,1999,26.8,62,2.31,41,0,8,9,3,1,6,0.22,5,0,0,1,0,0
466,Luan Polli,br  BRA,GK,Atl Goianiense,28,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
467,Diego Porfirio,br  BRA,DF,Coritiba,22,1999,5.0,8,1.60,6,1,0,0,1,0,1,0.20,0,0,0,0,1,0
468,William Pottker,br  BRA,"FW,MF",Avaí,28,1993,21.9,79,3.62,58,2,8,3,7,1,8,0.37,2,0,1,1,4,0
469,Bruno Praxedes,br  BRA,MF,Bragantino,19,2002,6.5,17,2.61,13,3,0,1,0,0,2,0.31,0,2,0,0,0,0
470,Erick Pulgar,cl  CHI,MF,Flamengo,28,1994,3.9,10,2.54,7,2,0,0,0,1,0,0.00,0,0,0,0,0,0
471,Jean Pyerre,br  BRA,MF,Avaí,23,1998,8.4,43,5.12,38,2,0,3,0,0,5,0.60,4,0,0,1,0,0
472,Du Queiroz,br  BRA,MF,Corinthians,22,2000,28.9,56,1.94,48,0,6,0,1,1,6,0.21,3,0,3,0,0,0
473,Igor Rabello,br  BRA,DF,Atlético Mineiro,26,1995,6.7,8,1.20,7,0,0,0,0,1,3,0.45,3,0,0,0,0,0
474,Rafael,br  BRA,DF,Botafogo (RJ),31,1990,3.1,12,3.88,8,3,0,0,1,0,0,0.00,0,0,0,0,0,0
475,Caio Rafael,br  BRA,FW,Ceará,17,2004,0.4,2,5.45,1,1,0,0,0,0,1,2.73,0,1,0,0,0,0
476,Léo Rafael,br  BRA,"FW,MF",Ceará,20,2001,1.0,3,3.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
477,Zé Rafael,br  BRA,MF,Palmeiras,28,1993,28.5,75,2.63,52,2,6,11,2,2,7,0.25,3,0,1,3,0,0
478,Rafinha,br  BRA,DF,São Paulo,36,1985,28.5,54,1.90,47,2,0,1,2,2,7,0.25,7,0,0,0,0,0
479,Eric Ramires,br  BRA,"MF,FW",Bragantino,21,2000,12.9,32,2.49,27,0,1,0,3,1,2,0.16,1,0,0,0,1,0
480,Lucas Ramires,br  BRA,DF,Juventude,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
481,Ramon,br  BRA,DF,Bragantino,20,2001,8.0,10,1.25,7,3,0,0,0,0,1,0.12,0,1,0,0,0,0
482,Lucas Ramos,br  BRA,"MF,FW",Internacional,21,2001,0.9,1,1.17,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
483,Rafael Ramos,pt  POR,DF,Corinthians,27,1995,14.5,25,1.73,21,2,0,0,1,1,1,0.07,1,0,0,0,0,0
484,Raniele,br  BRA,"MF,DF",Avaí,25,1996,31.3,60,1.92,34,0,7,3,14,2,7,0.22,3,0,1,0,3,0
485,Wellington Rato,br  BRA,"FW,MF",Atl Goianiense,29,1992,30.9,115,3.72,74,18,9,9,4,1,8,0.26,6,0,0,2,0,0
486,Raul,br  BRA,MF,Bragantino,25,1996,27.5,50,1.82,43,0,1,0,4,2,4,0.15,3,0,0,0,1,0
487,Pedro Raul,br  BRA,FW,Goiás,25,1996,30.5,55,1.80,36,0,6,7,6,0,4,0.13,2,0,1,0,1,0
488,Leonardo Realpe,ec  ECU,DF,Bragantino,20,2001,7.4,6,0.81,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
489,Rafinha Rech,br  BRA,"FW,MF",Juventude,19,2002,4.2,12,2.84,6,0,2,3,1,0,0,0.00,0,0,0,0,0,0
490,Régis,br  BRA,MF,Coritiba,29,1992,8.5,28,3.29,19,3,1,0,3,2,4,0.47,0,1,0,0,2,1
491,Reinaldo,br  BRA,"DF,FW",São Paulo,32,1989,16.3,81,4.98,51,21,6,2,1,0,8,0.49,5,3,0,0,0,0
492,César Reis,br  BRA,GK,Juventude,26,1995,24.3,6,0.25,5,1,0,0,0,0,1,0.04,1,0,0,0,0,0
493,Renan,br  BRA,DF,Bragantino,19,2002,3.2,3,0.93,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
494,Robert Renan,br  BRA,DF,Corinthians,18,2003,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
495,Renato,br  BRA,"DF,MF",Avaí,32,1990,11.3,28,2.48,13,11,1,1,2,0,0,0.00,0,0,0,0,0,0
496,Renê,br  BRA,DF,Internacional,29,1992,27.5,54,1.96,42,8,0,1,2,1,1,0.04,1,0,0,0,0,0
497,Réver,br  BRA,DF,Atlético Mineiro,37,1985,10.5,3,0.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
498,Rhaldney,br  BRA,"MF,FW",Atl Goianiense,23,1998,2.0,2,1.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
499,Everton Ribeiro,br  BRA,"MF,FW",Flamengo,32,1989,19.9,90,4.53,71,7,2,0,9,1,8,0.40,8,0,0,0,0,0
500,Lucas Ribeiro,br  BRA,"DF,MF",Ceará,23,1999,5.6,4,0.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
501,Matheus Ribeiro,br  BRA,DF,Avaí,28,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
502,Wesley Ribeiro,br  BRA,"MF,FW",Corinthians,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
503,Ricardinho,br  BRA,FW,Atl Goianiense,20,2001,2.6,2,0.78,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
504,João Ricardo Riedi,br  BRA,GK,Ceará,33,1988,35.0,11,0.31,9,2,0,0,0,0,0,0.00,0,0,0,0,0,0
505,Vitor Ricardo,br  BRA,DF,Fortaleza,21,2000,1.3,4,3.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
506,Zé Ricardo,br  BRA,MF,América (MG),25,1996,2.6,2,0.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
507,Richardson,br  BRA,MF,Ceará,30,1991,23.0,33,1.43,27,1,1,0,3,1,1,0.04,1,0,0,0,0,0
508,Rickson,br  BRA,"MF,FW",Atl Goianiense,23,1998,0.8,2,2.54,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
509,Emiliano Rigoni,ar  ARG,"FW,MF",São Paulo,28,1993,2.7,12,4.41,8,4,0,0,0,0,0,0.00,0,0,0,0,0,0
510,Rikelme,br  BRA,DF,Cuiabá,18,2003,0.2,1,5.29,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
511,Rikelmi,br  BRA,DF,Botafogo (RJ),20,2001,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
512,Cristian Rivas,ve  VEN,MF,Cuiabá,25,1997,2.4,7,2.94,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
513,Zé Roberto,br  BRA,FW,Ceará,28,1993,8.2,28,3.42,18,1,2,1,6,0,3,0.37,0,1,0,0,2,0
514,Robinho,br  BRA,MF,Coritiba,34,1987,9.8,48,4.87,31,13,0,1,2,1,4,0.41,2,2,0,0,0,0
515,Robson,br  BRA,"FW,MF",Fortaleza,30,1991,16.1,50,3.11,30,1,5,6,8,0,5,0.31,3,0,1,1,0,0
516,Felipe Rocha,br  BRA,FW,Avaí,19,2002,0.5,1,2.14,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
517,Kaique Rocha,br  BRA,DF,Internacional,20,2001,5.0,2,0.40,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
518,Marcos Rocha,br  BRA,DF,Palmeiras,33,1988,25.0,83,3.33,73,4,2,0,2,2,8,0.32,7,0,0,0,1,0
519,Rodinei,br  BRA,DF,Flamengo,30,1992,9.8,26,2.66,20,0,5,0,1,0,3,0.31,3,0,0,0,0,0
520,Élton Rodrigues Brandão,br  BRA,FW,Cuiabá,36,1985,3.3,10,3.04,9,0,0,1,0,0,1,0.30,0,0,0,1,0,0
521,Raphael Rodrigues,br  BRA,DF,Avaí,23,1999,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
522,Rodriguinho,br  BRA,MF,América (MG),18,2003,2.1,7,3.33,1,6,0,0,0,0,0,0.00,0,0,0,0,0,0
523,Romarinho,br  BRA,"FW,MF",Fortaleza,27,1994,14.6,47,3.23,32,1,6,3,5,0,3,0.21,3,0,0,0,0,0
524,Braian Romero,ar  ARG,FW,Internacional,30,1991,3.8,3,0.78,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
525,Silvio Romero,ar  ARG,FW,Fortaleza,33,1988,12.9,23,1.78,15,0,2,3,3,0,2,0.16,2,0,0,0,0,0
526,Romulo,br  BRA,DF,Juventude,21,2000,1.9,3,1.58,3,0,0,0,0,0,1,0.53,1,0,0,0,0,0
527,Ronald,br  BRA,"MF,FW",Fortaleza,24,1997,11.7,24,2.06,21,2,1,0,0,0,1,0.09,1,0,0,0,0,0
528,Ronaldo,br  BRA,GK,Atl Goianiense,25,1996,18.0,4,0.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
529,Budiga Roni,br  BRA,MF,Corinthians,22,1999,8.3,13,1.56,9,0,1,2,0,1,2,0.24,2,0,0,0,0,0
530,Rony,br  BRA,FW,Palmeiras,26,1995,26.5,61,2.30,39,0,4,6,12,0,8,0.30,3,0,1,2,2,0
531,Vitor Roque,br  BRA,FW,Atl Paranaense,16,2005,14.6,39,2.67,17,0,6,4,12,0,9,0.62,2,0,4,0,3,0
532,Ruan,br  BRA,"FW,MF",Juventude,16,2005,2.5,9,3.67,5,0,1,1,1,1,1,0.41,0,0,0,1,0,0
533,Rubens,br  BRA,"DF,MF",Atlético Mineiro,20,2001,13.7,37,2.71,24,1,5,2,1,4,2,0.15,1,0,0,1,0,0
534,Óscar Ruiz,py  PAR,"MF,FW",Juventude,30,1991,11.0,30,2.72,19,5,3,0,2,1,3,0.27,2,0,0,0,0,1
535,Rwan,br  BRA,"FW,MF",Santos,20,2001,5.2,20,3.87,15,0,2,2,1,0,1,0.19,1,0,0,0,0,0
536,João Victor Santos Sá,br  BRA,FW,Botafogo (RJ),27,1994,19.4,66,3.24,54,0,5,2,5,0,0,0.00,0,0,0,0,0,0
537,Matheus Sales,br  BRA,"MF,DF",Goiás,26,1995,19.9,12,0.60,9,0,0,1,2,0,0,0.00,0,0,0,0,0,0
538,Philipe Sampaio,br  BRA,DF,Botafogo (RJ),27,1994,12.5,4,0.32,3,0,0,1,0,0,1,0.08,0,0,0,1,0,0
539,Carlos Sánchez,uy  URU,MF,Santos,37,1984,8.7,26,2.99,11,13,0,2,0,0,3,0.35,0,2,0,1,0,0
540,Sandry,br  BRA,MF,Santos,19,2002,7.7,32,4.14,30,2,0,0,0,0,3,0.39,3,0,0,0,0,0
541,Alex Santana,br  BRA,MF,Atl Paranaense,26,1995,9.9,28,2.83,25,1,0,1,0,1,5,0.51,4,0,0,1,0,0
542,Santos,br  BRA,GK,Flamengo,31,1990,19.0,3,0.16,2,1,0,0,0,0,1,0.05,0,1,0,0,0,0
543,Ademir Santos,br  BRA,"FW,MF",Atlético Mineiro,26,1995,16.6,75,4.52,49,2,6,3,15,0,3,0.18,2,0,0,0,1,0
544,Chayene Santos,br  BRA,"MF,FW",Botafogo (RJ),31,1990,6.5,16,2.48,8,3,3,0,2,0,0,0.00,0,0,0,0,0,0
545,Fábio Santos,br  BRA,DF,Corinthians,36,1985,17.4,18,1.03,17,1,0,0,0,0,1,0.06,1,0,0,0,0,0
546,Guilherme Santos,br  BRA,"FW,MF",Bragantino,20,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
547,Gustavo Santos,br  BRA,FW,Avaí,19,2002,0.2,,,,,,,,,,,,,,,,
548,Juan Santos,br  BRA,FW,São Paulo,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
549,Júnior Santos,br  BRA,"FW,MF",Botafogo (RJ),27,1994,11.9,22,1.85,18,0,2,1,1,0,2,0.17,2,0,0,0,0,0
550,Luis Eduardo Marques dos Santos,br  BRA,DF,Atl Goianiense,24,1997,18.2,51,2.81,34,8,3,2,4,0,2,0.11,2,0,0,0,0,0
551,Matheus Santos,br  BRA,MF,Goiás,23,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
552,Rafael Santos,br  BRA,DF,Coritiba,23,1998,12.7,25,1.97,14,8,0,1,1,1,1,0.08,0,1,0,0,0,0
553,Mateus Sarará,br  BRA,MF,Avaí,19,2002,4.8,5,1.05,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
554,Renzo Saravia,ar  ARG,"DF,MF",Botafogo (RJ),28,1993,20.2,39,1.93,22,4,3,0,8,2,4,0.20,2,0,1,0,1,0
555,Eduardo Sasha,br  BRA,"FW,MF",Atlético Mineiro,29,1992,14.3,50,3.49,39,0,2,3,5,1,2,0.14,1,0,0,0,1,0
556,Lucas Sasha,br  BRA,MF,Fortaleza,31,1990,14.1,21,1.49,18,1,0,0,0,2,2,0.14,2,0,0,0,0,0
557,Gustavo Sauer,br  BRA,"FW,MF",Botafogo (RJ),28,1993,3.2,12,3.78,7,1,3,1,0,0,0,0.00,0,0,0,0,0,0
558,Jefferson Savarino,ve  VEN,FW,Atlético Mineiro,25,1996,1.0,4,4.00,2,0,2,0,0,0,1,1.00,0,0,1,0,0,0
559,Sávio,br  BRA,"FW,MF",Atlético Mineiro,17,2004,2.4,9,3.84,6,0,0,1,1,1,0,0.00,0,0,0,0,0,0
560,Savio,br  BRA,DF,Goiás,26,1995,9.4,27,2.86,13,13,1,0,0,0,2,0.21,1,1,0,0,0,0
561,Gustavo Scarpa,br  BRA,"MF,FW",Palmeiras,28,1994,28.6,205,7.17,86,80,9,14,16,0,19,0.66,11,6,0,2,0,0
562,Cleiton Schwengber,br  BRA,GK,Bragantino,24,1997,37.0,9,0.24,5,4,0,0,0,0,0,0.00,0,0,0,0,0,0
563,Shaylon,br  BRA,"FW,MF",Atl Goianiense,24,1997,15.0,55,3.65,39,12,0,3,0,1,3,0.20,3,0,0,0,0,0
564,Sidcley,br  BRA,"DF,MF",Cuiabá,28,1993,3.7,11,2.97,9,0,1,0,1,0,1,0.27,0,0,1,0,0,0
565,Sidimar,br  BRA,DF,Goiás,29,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
566,Sidnei,br  BRA,DF,Goiás,32,1989,3.3,2,0.62,2,0,0,0,0,0,1,0.31,1,0,0,0,0,0
567,Pablo Siles,uy  URU,MF,Atl Paranaense,24,1997,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
568,Aderlan Silva,br  BRA,DF,Bragantino,31,1990,29.7,113,3.80,83,16,4,3,4,3,7,0.24,5,0,0,2,0,0
569,Bruno Silva,br  BRA,MF,Avaí,35,1986,28.9,45,1.56,38,0,2,2,1,2,2,0.07,1,0,0,1,0,0
570,Da Silva,br  BRA,DF,Goiás,20,2001,6.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
571,Cristiano da Silva Leite,br  BRA,DF,Fluminense,28,1993,8.3,16,1.92,12,3,1,0,0,0,3,0.36,3,0,0,0,0,0
572,Felipe Silva Lipe,br  BRA,DF,Avaí,19,2002,3.0,4,1.33,3,0,0,1,0,0,1,0.33,0,0,0,1,0,0
573,Lucas Silva,br  BRA,"FW,MF",Avaí,24,1998,1.2,3,2.45,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
574,Marcão Silva,br  BRA,"MF,DF",Cuiabá,31,1991,14.1,17,1.21,15,0,0,2,0,0,0,0.00,0,0,0,0,0,0
575,Márcio Silva,br  BRA,DF,Coritiba,20,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
576,Nathan Silva,br  BRA,DF,Atlético Mineiro,24,1997,19.2,17,0.88,15,0,0,1,0,1,1,0.05,1,0,0,0,0,0
577,Ricardo Silva,br  BRA,DF,América (MG),29,1992,8.3,4,0.48,3,0,0,1,0,0,1,0.12,1,0,0,0,0,0
578,Miguel Silveira,br  BRA,"MF,FW",Bragantino,18,2003,6.3,24,3.82,16,4,0,2,2,0,5,0.80,3,0,0,1,1,0
579,Vinicius Silvestre,br  BRA,GK,Palmeiras,27,1994,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
