,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
485,Stephen Ward,ie  IRL,"DF,FW",Burnley,28,1985,6.9,0,,0,,,0.00,,,,0,0
486,James Ward-Prowse,eng  ENG,MF,Southampton,19,1994,16.4,1,,12,,,0.73,,0.00,,1,1
487,Marcin Wasilewski,pl  POL,DF,Leicester City,34,1980,22.1,1,,1,,,0.05,,1.00,,0,0
488,Andreas Weimann,at  AUT,"FW,MF",Aston Villa,22,1991,19.7,3,,12,,,0.61,,0.25,,0,0
489,Ashley Westwood,eng  ENG,MF,Aston Villa,24,1990,23.9,0,,5,,,0.21,,0.00,,0,0
490,Glenn Whelan,ie  IRL,MF,Stoke City,30,1984,25.1,0,,0,,,0.00,,,,0,0
491,Connor Wickham,eng  ENG,"FW,MF",Sunderland,21,1993,30.8,5,,24,,,0.78,,0.21,,0,0
492,Ashley Williams,wal  WAL,DF,Swansea City,29,1984,37.0,0,,1,,,0.03,,0.00,,0,0
493,Jonny Williams,wal  WAL,MF,Crystal Palace,20,1993,0.4,0,,0,,,0.00,,,,0,0
494,Mike Williamson,eng  ENG,DF,Newcastle Utd,30,1983,26.9,1,,2,,,0.07,,0.50,,0,0
495,Willian,br  BRA,"FW,MF",Chelsea,25,1988,26.7,2,,17,,,0.64,,0.12,,0,0
496,Jack Wilshere,eng  ENG,MF,Arsenal,22,1992,8.1,2,,8,,,0.99,,0.25,,0,0
497,James Wilson,eng  ENG,FW,Manchester Utd,18,1995,4.0,1,,4,,,1.01,,0.25,,0,0
498,Marc Wilson,ie  IRL,"DF,MF",Stoke City,26,1987,23.6,0,,0,,,0.00,,,,0,0
499,Andre Wisdom,eng  ENG,DF,West Brom,21,1993,21.9,0,,0,,,0.00,,,,0,0
500,Philipp Wollscheid,de  GER,DF,Stoke City,25,1989,11.2,0,,0,,,0.00,,,,0,0
501,Chris Wood,nz  NZL,FW,Leicester City,22,1991,1.3,1,,1,,,0.79,,1.00,,0,0
502,Shaun Wright-Phillips,eng  ENG,"FW,MF",QPR,32,1981,1.4,0,,1,,,0.70,,0.00,,0,0
503,Claudio Yacob,ar  ARG,MF,West Brom,27,1987,15.5,0,,1,,,0.06,,0.00,,0,0
504,DeAndre Yedlin,us  USA,DF,Tottenham,21,1993,0.1,0,,0,,,0.00,,,,0,0
505,Maya Yoshida,jp  JPN,DF,Southampton,25,1988,18.8,1,,3,,,0.16,,0.33,,0,0
506,Ashley Young,eng  ENG,"DF,FW",Manchester Utd,29,1985,22.9,2,,5,,,0.22,,0.40,,0,0
507,Pablo Zabaleta,ar  ARG,"DF,MF",Manchester City,29,1985,28.7,1,,2,,,0.07,,0.50,,0,0
508,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,21,1992,22.0,4,,15,,,0.68,,0.27,,0,0
509,Bobby Zamora,eng  ENG,FW,QPR,33,1981,19.8,3,,6,,,0.30,,0.50,,0,0
510,Kurt Zouma,fr  FRA,DF,Chelsea,19,1994,7.2,0,,0,,,0.00,,,,0,0
511,Filip Đuričić,rs  SRB,"FW,MF",Southampton,22,1992,3.7,0,,1,,,0.27,,0.00,,0,0
