,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
7939,221774,Luiz Fernando da Silva Monte,29,Brazil,Henan Jianye FC,€1.6M,€10K,70,70
7940,221986,Jeff Hardeveld,25,Netherlands,Heracles Almelo,€875K,€2K,65,68
7941,222040,Emiliano Agüero,25,Argentina,River Plate Asunción,€425K,€500,61,64
7942,222165,Emil Hansson,22,Sweden,Fortuna Sittard,€2.8M,€6K,69,76
7943,222235,Hang Ren,31,China PR,Hebei China Fortune FC,€700K,€5K,67,67
7944,222286,Gautier Lloris,24,France,AJ Auxerre,€1M,€2K,66,69
7945,222329,Mateusz Wdowiak,23,Poland,Raków Częstochowa,€1.2M,€2K,66,69
7946,222411,Jérôme Prior,24,France,Valenciennes FC,€2.7M,€3K,72,76
7947,222420,Grant Ward,25,England,Blackpool,€725K,€3K,64,66
7948,222422,Alex Jakubiak,22,Scotland,St. Mirren,€325K,€9K,60,69
7949,222484,Daniel Mesenhöler,24,Germany,Heracles Almelo,€700K,€1K,64,69
7950,222521,Oliver Hüsing,27,Germany,1. FC Heidenheim 1846,€1.9M,€14K,71,72
7951,222544,Efthymios Koulouris,24,Greece,Toulouse Football Club,€1.9M,€4K,69,72
7952,222546,Leopold Zingerle,26,Germany,SC Paderborn 07,€2.1M,€11K,72,73
7953,222576,Julio José Pleguezuelo Selva,23,Spain,FC Twente,€2.2M,€4K,68,75
7954,222611,Denis Rodríguez,24,Argentina,Newell's Old Boys,€1.4M,€4K,65,72
7955,222643,Jordan Silva,25,Mexico,Club América,€1.1M,€6K,66,70
7956,222724,Benson Manuel,23,Belgium,PEC Zwolle,€2.4M,€11K,70,75
7957,222729,Gustavo da Silva Sousa,26,Brazil,Jeonbuk Hyundai Motors,€2.5M,€9K,71,74
7958,222875,Joris Kayembe,25,Belgium,Sporting de Charleroi,€2.9M,€10K,72,75
7959,222944,Pablo Pérez Rodríguez,26,Spain,Real Sporting de Gijón,€1M,€3K,66,67
7960,222947,Tom Davies,28,England,Barrow,€500K,€3K,64,64
7961,222993,Yoichiro Kakitani,30,Japan,Nagoya Grampus,€825K,€2K,66,66
7962,223085,Luke Berry,27,England,Luton Town,€1.3M,€6K,68,68
7963,223122,Caner Osmanpaşa,32,Turkey,Sivasspor,€775K,€7K,68,68
7964,223138,Anthony Briançon,25,France,Nîmes Olympique,€5M,€18K,74,77
7965,223241,Marcelo Benítez,29,Argentina,Defensa y Justicia,€3M,€14K,73,73
7966,223253,Eirik Haugan,22,Norway,Östersunds FK,€525K,€850,62,66
7967,223293,Afonso Rebeiro Figueiredo,27,Portugal,Moreirense FC,€1.5M,€7K,70,70
7968,223404,Alex Fisher,30,England,Exeter City,€325K,€3K,61,61
7969,223573,Munir Mohand Mohamedi,31,Morocco,Hatayspor,€1M,€7K,71,71
7970,223593,Javier Correa,27,Argentina,Club Atlas,€1.7M,€9K,70,70
7971,213537,Babacar Sarr,28,Senegal,Damac FC,€2.1M,€13K,71,71
7972,213582,Alan Ruiz,26,Argentina,Arsenal de Sarandí,€2.2M,€8K,71,72
7973,213646,Miguel Aires Fernandes Olivera,26,Portugal,Moreirense FC,€725K,€3K,65,68
7974,213665,Jordan Houghton,24,England,Milton Keynes Dons,€700K,€2K,63,69
7975,213694,Kenji Gorré,25,Curacao,CD Nacional,€1.4M,€5K,68,69
7976,213736,Jesse Gonzalez,24,United States,FC Dallas,€1.8M,€3K,70,75
7977,213797,Joe Bunney,26,England,Grimsby Town,€525K,€2K,63,64
7978,213959,Elias Andersson,24,Sweden,Djurgårdens IF,€1.5M,€3K,67,72
7979,214031,Germán Mera,30,Colombia,Junior FC,€1.3M,€2K,70,70
7980,214076,Nicolás Vikonis,36,Uruguay,Mazatlán FC,€625K,€7K,75,75
7981,214104,Harold Gómez,28,Colombia,Deportivo Cali,€775K,€1K,66,66
7982,214110,José Cuadrado,35,Colombia,Atlético Nacional,€130K,€1K,68,68
7983,214136,Francisco Meza,28,Colombia,Tigres U.A.N.L.,€4M,€36K,74,75
7984,214226,Raúl Loaiza,26,Colombia,Defensa y Justicia,€2.5M,€11K,72,73
7985,214327,Vladimir Hernández,31,Colombia,Atlético Nacional,€1.6M,€4K,71,71
7986,214373,Antony Silva,36,Paraguay,Puebla FC,€210K,€3K,71,71
7987,214411,Nicolás Maturana,26,Chile,Colo-Colo,€925K,€3K,66,66
7988,214446,Felipe Campos,26,Chile,Colo-Colo,€1.7M,€5K,70,71
7989,214459,César Valenzuela,27,Chile,CD Huachipato,€1.3M,€4K,68,68
7990,214563,Mauricio Duarte,28,Colombia,Defensa y Justicia,€1.1M,€6K,68,68
7991,214605,Alexander Mejía,31,Colombia,Club Libertad,€1.1M,€650,70,70
7992,214639,Sergio Postigo Redondo,31,Spain,Levante UD,€3.8M,€20K,75,75
7993,214717,Lorenzo Reyes,29,Chile,Mazatlán FC,€3.6M,€12K,74,74
7994,214817,Ángelo Sagal,27,Chile,Denizlispor,€1.5M,€12K,69,69
7995,214896,Paul Mullin,25,England,Cambridge United,€950K,€4K,65,68
7996,214983,Matías Ibáñez,33,Argentina,Patronato,€750K,€9K,72,72
7997,214990,Matías Catalán,27,Argentina,Pachuca,€1.5M,€9K,70,70
7998,215010,Emanuel Brítez,28,Argentina,Defensa y Justicia,€2.8M,€13K,73,73
7999,215049,Damián Pérez,31,Argentina,Godoy Cruz,€1M,€5K,69,69
8000,215056,Carlos Carbonero,27,Colombia,Deportivo Cali,€3.2M,€3K,72,72
8001,215135,Leonardo Sigali,33,Argentina,Racing Club,€3.6M,€17K,76,76
8002,215148,Mariano Bíttolo,30,Argentina,Newell's Old Boys,€4.8M,€14K,75,75
8003,215152,Agustín Allione,24,Argentina,Central Córdoba,€3.9M,€8K,72,75
8004,215157,Federico Lértora,29,Argentina,Club Atlético Colón,€2M,€10K,72,72
8005,215301,Lloyd Jones,24,England,Northampton Town,€425K,€2K,59,66
8006,215376,Elio Capradossi,24,Italy,Spezia,€1.5M,€6K,68,71
8007,215433,Francesco Vicari,25,Italy,SPAL,€2.2M,€3K,71,74
8008,215540,Gilli Rólantsson,27,Faroe Islands,Odds BK,€750K,€2K,65,65
8009,215570,Glen Rea,25,Republic of Ireland,Luton Town,€1.7M,€6K,69,72
8010,215750,William Mendieta,31,Paraguay,FC Juárez,€1.2M,€7K,69,69
8011,215855,Ben Purrington,24,England,Charlton Athletic,€1.4M,€3K,67,72
8012,216033,Jorge Broun,34,Argentina,Rosario Central,€525K,€11K,73,73
8013,216218,Lawrence Shankland,24,Scotland,Dundee United,€1.6M,€3K,67,72
8014,216226,Alex Kenyon,27,England,Morecambe,€400K,€2K,62,63
8015,216387,Saliou Sané,27,Germany,1. FC Magdeburg,€625K,€5K,64,64
8016,216407,Andreas Bruhn,24,Denmark,Randers FC,€275K,€2K,60,64
8017,216655,Bartolomeu Quissanga,29,Angola,Al Ain,€9.5M,€23K,77,78
8018,216730,Stian Rode Gregersen,25,Norway,Molde FK,€1.6M,€3K,68,73
8019,216736,Shangyuan Wang,27,China PR,Henan Jianye FC,€900K,€4K,66,68
8020,217047,Aníbal Godoy,30,Panama,Nashville SC,€1.6M,€5K,71,71
8021,217167,Gael Sandoval,24,Mexico,Mazatlán FC,€1.9M,€18K,69,72
8022,217287,Julien De Sart,25,Belgium,KV Kortrijk,€2.3M,€10K,71,73
8023,217647,Junya Tanaka,32,Japan,Vissel Kobe,€800K,€4K,67,67
8024,218717,Gabadhino Mhango,27,Malawi,Orlando Pirates,€1.7M,€650,70,70
8025,218985,Rafał Augustyniak,24,Poland,Miedź Legnica,€625K,€2K,65,71
8026,219180,Daniel Calvo Sanromán,26,Spain,Elche CF,€2.3M,€12K,71,75
8027,219451,Nehuén Paz,27,Argentina,Kayserispor,€1.3M,€11K,68,70
8028,219461,Erik Palmer-Brown,23,United States,FK Austria Wien,€1.9M,€6K,67,74
8029,219712,Sebastián Cristóforo,26,Uruguay,Girona FC,€4.4M,€9K,74,75
8030,219715,Raffaele Di Gennaro,24,Italy,Inter,€675K,€10K,67,70
8031,209958,Dustin Bomheuer,29,Germany,1. FC Magdeburg,€400K,€1K,63,63
8032,210000,Maciej Gajos,29,Poland,Lechia Gdańsk,€700K,€3K,65,65
8033,210007,André Ramalho Silva,28,Brazil,FC Red Bull Salzburg,€2.9M,€21K,73,74
8034,210118,Hélder Filipe Oliveira Lopes,31,Portugal,AEK Athens,€1.7M,€900,72,72
8035,210258,Renato João Saleiro Santos,28,Portugal,Málaga CF,€1.4M,€6K,69,69
8036,210280,Patrick Ziegler,30,Germany,Western Sydney Wanderers,€400K,€2K,63,63
8037,210329,Filippo Falco,28,Italy,Lecce,€2.4M,€4K,72,72
8038,210434,Fouad Chafik,33,Morocco,Dijon FCO,€975K,€9K,71,71
8039,210475,Manuel Prietl,28,Austria,DSC Arminia Bielefeld,€2.7M,€19K,73,73
8040,210688,Anders Trondsen,25,Norway,Trabzonspor,€1.9M,€13K,69,73
8041,210694,Mynor Escoe,29,Costa Rica,AC Mineros de Guayana,€400K,€500,62,62
8042,210703,Luka Đorđević,25,Montenegro,Lokomotiv Moscow,€2.1M,€25K,70,73
8043,210727,Kalifa Traoré,23,Mali,Angers SCO,€275K,€4K,62,67
8044,210747,Salvador Ruíz Rodríguez,24,Spain,Deportivo de La Coruña,€1.1M,€3K,68,75
8045,210822,Douglas Justino de Melo,24,Brazil,Hamburger SV,€9.5M,€15K,77,81
8046,210859,Vincent Laurini,31,France,Parma,€2.2M,€23K,73,73
8047,210951,Edison Flores,26,Peru,DC United,€1.7M,€4K,69,71
8048,210970,Bismark Adjei-Boateng,24,Ghana,Colorado Rapids,€700K,€2K,65,69
8049,211014,Paulo Sérgio Mota,28,Portugal,Gil Vicente FC,€2.1M,€8K,72,72
8050,211177,Arnór Ingvi Traustason,27,Iceland,Malmö FF,€1.5M,€5K,69,69
8051,211221,Martin Boyle,27,Australia,Hibernian,€1.7M,€6K,70,70
8052,211234,Enzo Zidane,25,France,UD Almería,€850K,€2K,64,69
8053,211265,Ariel Rojas,34,Argentina,Central Córdoba,€725K,€7K,70,70
8054,211321,Moussa Konaté,27,Senegal,Dijon FCO,€2M,€11K,71,71
8055,211322,Joel Untersee,26,Switzerland,HJK Helsinki,€425K,€500,62,63
8056,211363,Tom Lockyer,25,Wales,Luton Town,€1.7M,€6K,69,73
8057,211394,Paolo Faragò,27,Italy,Bologna,€1.7M,€17K,70,70
8058,211442,Daniel Sullivan,18,England,Torquay United,€50K,€0,53,66
8059,211453,Marwan Mohsen,31,Egypt,,€0,€0,66,66
8060,211739,Erdoğan Yeşilyurt,26,Germany,Sivasspor,€650K,€4K,64,64
8061,211857,Alejandro José Muñoz Miguel,25,Spain,CD Tenerife,€2.9M,€7K,72,75
8062,211888,Marius Willsch,29,Germany,TSV 1860 München,€750K,€900,66,66
8063,211891,Andreas Voglsammer,28,Germany,DSC Arminia Bielefeld,€2.4M,€18K,72,72
8064,211928,Dominic Gape,25,England,Wycombe Wanderers,€1.2M,€5K,67,70
8065,212023,Robert Berić,29,Slovenia,Chicago Fire,€5.5M,€10K,75,75
8066,212030,Albert Rafetraniaina,20,France,OGC Nice,€750K,€6K,66,72
8067,212183,José Ignacio Martínez García,31,Spain,Real Valladolid CF,€5.5M,€18K,76,76
8068,212204,Brandon Mechele,27,Belgium,Club Brugge KV,€8M,€22K,76,78
8069,212205,Nikola Storm,25,Belgium,KV Mechelen,€2.2M,€10K,71,72
8070,212225,Enzo Roco,27,Chile,Fatih Karagümrük S.K.,€1.9M,€9K,71,72
8071,212338,El-Hadji Ba,27,France,En Avant de Guingamp,€675K,€2K,65,65
8072,212340,Stefan Wannenwetsch,26,Germany,FC Hansa Rostock,€650K,€2K,66,68
8073,212366,Josh Sheehan,25,Wales,Newport County,€850K,€3K,65,68
8074,212516,John Souttar,22,Scotland,Heart of Midlothian,€3.7M,€5K,71,82
8075,212682,Bryn Morris,24,England,Northampton Town,€600K,€2K,62,67
8076,212803,Zach Clough,25,England,Wigan Athletic,€850K,€2K,65,66
8077,212909,Michael Seaton,24,Jamaica,Viktoria Köln,€375K,€900,60,65
8078,212923,Scott Galloway,25,Australia,Melbourne City FC,€525K,€2K,63,64
8079,212938,Brede Mathias Moe,28,Norway,FK Bodø/Glimt,€1.1M,€2K,68,69
8080,212980,Berkay Dabanlı,30,Germany,SCR Altach,€475K,€3K,64,64
8081,213120,Conor Wilkinson,25,Republic of Ireland,Leyton Orient,€475K,€3K,62,63
8082,213152,Carlton Morris,24,England,Barnsley,€900K,€3K,64,69
8083,213173,Tae Bong Kim,27,Korea Republic,Daejeon Citizen,€130K,€3K,59,59
8084,213280,Connor Pain,26,Australia,Western United FC,€775K,€900,65,66
8085,213317,Jin Su Kim,28,Korea Republic,Al Nassr,€1.7M,€22K,71,71
8086,213353,Guélor Kanga,28,Gabon,Sparta Praha,€10.5M,€1K,78,78
8087,213416,Kenneth McEvoy,20,Republic of Ireland,York City,€220K,€2K,59,66
8088,213420,Bauyrzhan Islamkhan,27,Kazakhstan,Al Ain FC,€2.2M,€850,71,72
8089,213434,Jevani Brown,25,Jamaica,Colchester United,€650K,€4K,63,66
8090,213512,Guðmundur Þórarinsson,28,Iceland,New York City FC,€925K,€3K,67,67
8091,204914,Daniel Pappoe,22,Ghana,Crawley Town,€180K,€2K,59,64
8092,205044,Sebastian Maier,26,Germany,Türkgücü München,€775K,€2K,65,65
8093,205084,Patrick Rakovsky,23,Germany,1. FC Nürnberg,€525K,€3K,65,66
8094,205153,Adama Guira,32,Burkina Faso,SønderjyskE,€475K,€3K,65,65
8095,205159,Charlie Raglan,27,England,Cheltenham Town,€750K,€3K,65,67
8096,205163,Emyr Huws,26,Wales,Ipswich Town,€825K,€4K,65,66
8097,205185,Tiago Almeida Ilori,27,Portugal,FC Lorient,€1.2M,€5K,68,69
8098,205188,Rachid Alioui,28,Morocco,Angers SCO,€1.6M,€15K,70,70
8099,205257,Naïm Sliti,27,Tunisia,Ettifaq FC,€4.5M,€26K,74,74
8100,205409,Sebastián Sosa,33,Uruguay,Independiente,€1.8M,€10K,75,75
8101,205455,André Weis,30,Germany,Viktoria Köln,€475K,€1K,65,65
8102,205478,Michael Krmenčík,27,Czech Republic,PAOK,€2.7M,€1K,72,73
8103,205529,Luca Antei,28,Italy,Benevento,€1.3M,€8K,69,70
8104,205551,Álvaro Lemos Collazo,27,Spain,UD Las Palmas,€2M,€7K,71,72
8105,205553,Luca Ceppitelli,30,Italy,Cagliari,€2.5M,€23K,73,73
8106,205556,Luka Krajnc,25,Slovenia,Fortuna Düsseldorf,€1.5M,€11K,69,71
8107,205590,Luís Hernández Rodríguez,31,Spain,Málaga CF,€1.3M,€7K,71,71
8108,205639,Rafael Gálvez Cerrillo,27,Spain,C.D. Castellón,€850K,€3K,66,67
8109,205726,Gaston Brugman,27,Uruguay,Parma,€2.5M,€22K,72,72
8110,205752,Gwion Edwards,27,Wales,Ipswich Town,€900K,€5K,66,66
8111,205812,Pietro Terracciano,30,Italy,Fiorentina,€1.2M,€22K,71,71
8112,206035,Eddy Silvestre Pascual Israfilov,27,Azerbaijan,Albacete BP,€1M,€3K,67,68
8113,206104,Serdar Dursun,28,Germany,SV Darmstadt 98,€3.1M,€19K,73,73
8114,206171,Ocimar Almeida Júnior,31,Brazil,Orlando City SC,€1.5M,€6K,71,71
8115,206414,Sergiy Kryvtsov,29,Ukraine,Shakhtar Donetsk,€3.5M,€900,74,74
8116,206544,Roman Bezus,29,Ukraine,KAA Gent,€2.3M,€17K,72,72
8117,206606,Philipp Hofmann,27,Germany,Karlsruher SC,€2.5M,€11K,72,72
8118,206653,Brad Potts,25,England,Preston North End,€1.7M,€13K,69,70
8119,207531,Stefan Thesker,29,Germany,Holstein Kiel,€1M,€8K,68,68
8120,207629,Jose Villarreal,24,United States,Orlando City SC,€875K,€3K,66,71
8121,207712,Nigel Bertrams,27,Netherlands,PEC Zwolle,€650K,€2K,65,67
8122,207722,Cristiano da Silva,33,Brazil,Kashiwa Reysol,€1.5M,€9K,72,72
8123,207789,Zhizhao Chen,32,China PR,Guangzhou R&F FC,€325K,€3K,62,62
8124,207994,Alexy Bosetti,23,France,OGC Nice,€1.4M,€15K,69,75
8125,208015,Stéphane Badji,28,Senegal,Bursaspor,€2.5M,€15K,72,72
8126,208024,Murray Wallace,27,Scotland,Millwall,€1.4M,€7K,69,70
8127,208096,Thomas Eisfeld,27,Germany,VfL Bochum 1848,€900K,€6K,66,66
8128,208339,Oumar Niasse,29,Senegal,Everton,€3.1M,€53K,72,72
8129,208379,Giancarlo González,32,Costa Rica,LA Galaxy,€900K,€4K,69,69
8130,208449,Christophe Hérelle,27,France,Stade Brestois 29,€4.2M,€16K,74,75
8131,208522,Hörður Magnússon,27,Iceland,PFC CSKA Moscow,€3.2M,€30K,73,75
8132,208525,Gustavo Campanharo,28,Brazil,Kayserispor,€1.6M,€10K,71,71
8133,208592,Marky Delgado,25,United States,Toronto FC,€1.8M,€5K,70,72
8134,208700,Danny Blum,29,Germany,VfL Bochum 1848,€2.3M,€15K,72,72
8135,208852,Kieron Morris,26,England,Tranmere Rovers,€575K,€2K,63,64
8136,208927,Hussain Sulaimani,43,Saudi Arabia,Al Ahli,€0,€5K,64,64
8137,208989,Freddie Ladapo,27,England,Rotherham United,€1.3M,€18K,68,68
8138,208999,Drey Wright,25,England,Hibernian,€950K,€2K,65,68
8139,209002,Sayouba Mandé,27,Ivory Coast,Odense Boldklub,€375K,€2K,62,64
8140,209061,Simon Hedlund,27,Sweden,Brøndby IF,€2M,€15K,71,71
8141,209086,Pablo Luis Silbeira,34,Paraguay,,€0,€0,73,73
8142,209196,Philipp Ziereis,27,Germany,FC St. Pauli,€1.3M,€7K,68,70
8143,209236,Guilherme dos Santos Torres,29,Brazil,Olympiacos CFP,€9M,€1K,77,77
8144,209417,Radosław Murawski,26,Poland,Denizlispor,€1.5M,€10K,68,70
8145,209444,Bruno Andrade Toledo Nascimento,27,Brazil,CD Feirense,€750K,€4K,67,69
8146,209483,Mouez Hassen,24,Tunisia,KSV Cercle Brugge,€975K,€5K,69,72
8147,209526,Sean Kavanagh,26,Republic of Ireland,Shamrock Rovers,€525K,€800,63,64
8148,209611,Luis Delgado,23,Mexico,Club León,€180K,€4K,61,67
8149,209729,Barrie McKay,25,Scotland,Fleetwood Town,€1.7M,€13K,69,70
8150,209840,Julian Jeanvier,27,Guinea,Kasimpaşa SK,€1.8M,€8K,70,73
8151,200922,Sven Schipplock,31,Germany,DSC Arminia Bielefeld,€850K,€9K,67,67
8152,200955,Aykut Özer,27,Turkey,Fatih Karagümrük S.K.,€775K,€4K,67,67
8153,200957,Charalampos Mavrias,24,Greece,Hibernian,€875K,€3K,66,72
8154,201061,Elvis Manu,25,Netherlands,Beijing Renhe FC,€900K,€5K,67,68
8155,201066,Dominik Kaiser,31,Germany,Hannover 96,€1.5M,€17K,71,71
8156,201082,Jakub Szumski,28,Poland,BB Erzurumspor,€800K,€4K,66,69
8157,201083,Michał Kucharczyk,29,Poland,Pogoń Szczecin,€1M,€3K,67,67
8158,201212,Adam Thompson,27,Northern Ireland,Leyton Orient,€500K,€3K,63,65
8159,201285,Christian Gytkjær,30,Denmark,AC Monza,€3M,€5K,73,73
8160,201326,Gabriel Torje,28,Romania,Sivasspor,€3.1M,€10K,72,72
8161,201403,Álvaro Vázquez García,29,Spain,CE Sabadell FC,€1.2M,€5K,68,68
8162,201869,Russell Teibert,27,Canada,Vancouver Whitecaps FC,€1.1M,€3K,67,67
8163,201888,Veton Berisha,26,Norway,Viking FK,€2.1M,€4K,70,73
8164,201914,Michele Camporese,27,Italy,Pordenone,€2.2M,€2K,71,71
8165,201940,Zac MacMath,28,United States,Real Salt Lake,€600K,€2K,66,66
8166,202035,Nicolas Benezet,29,France,Colorado Rapids,€1.8M,€6K,71,71
8167,202102,Hai Yu,33,China PR,Shanghai SIPG FC,€475K,€4K,67,67
8168,202106,Marvin Knoll,29,Germany,FC St. Pauli,€1.2M,€9K,69,69
8169,202220,CJ Sapong,31,United States,Nashville SC,€1.3M,€6K,70,70
8170,202225,Bernardo Añor,32,Venezuela,Caracas FC,€160K,€500,59,59
8171,202276,Simon Zoller,29,Germany,VfL Bochum 1848,€2.3M,€16K,72,72
8172,202331,Facundo Quignon,27,Argentina,Club Atlético Lanús,€3.1M,€14K,73,74
8173,202410,Jon Ander Serantes Simón,30,Spain,CD Tenerife,€1.6M,€6K,72,72
8174,202532,Michael Doughty,27,Wales,Swindon Town,€625K,€3K,64,64
8175,202744,Jody Lukoki,27,DR Congo,Yeni Malatyaspor,€1.1M,€5K,67,67
8176,202768,Elliott Johnson,22,England,Barnet,€350K,€3K,62,67
8177,202873,Kevin Müller,29,Germany,1. FC Heidenheim 1846,€2.1M,€16K,73,73
8178,202889,Alpaslan Öztürk,26,Turkey,Göztepe SK,€1.6M,€11K,69,72
8179,202968,Il-Lok Yun,28,Korea Republic,Montpellier HSC,€1.6M,€17K,70,70
8180,202975,Ji Hun Cho,30,Korea Republic,Gangwon FC,€375K,€2K,62,62
8181,203002,Kee Hee Kim,30,Korea Republic,Ulsan Hyundai FC,€825K,€3K,67,67
8182,203023,Darren Cole,28,Scotland,Derry City,€190K,€650,58,59
8183,203249,Joel Valencia,25,Ecuador,Legia Warszawa,€1.3M,€16K,68,68
8184,203276,Héber Araújo dos Santos,28,Brazil,New York City FC,€1.9M,€7K,71,71
8185,203289,Max Clayton,23,England,Blackpool,€400K,€2K,62,67
8186,203312,Louis Dennis,27,England,Leyton Orient,€425K,€3K,62,62
8187,203348,Samir Carruthers,26,Republic of Ireland,Cambridge United,€425K,€3K,63,64
8188,203417,Emmanuel Oyeleke,27,England,Port Vale,€350K,€2K,61,61
8189,203458,Arlind Ajeti,26,Albania,Vejle Boldklub,€500K,€2K,62,66
8190,203604,David Pavelka,29,Czech Republic,Sparta Praha,€2.6M,€800,73,73
8191,203668,Alfredo Donnarumma,29,Italy,Brescia,€1.9M,€4K,71,71
8192,203688,Xabier Iruretagoiena,30,Spain,Real Zaragoza,€550K,€6K,70,70
8193,203736,Stéphane Bahoken,28,Cameroon,Angers SCO,€7.5M,€26K,76,76
8194,203820,Karim Aouadhi,34,Tunisia,Abha Club,€475K,€6K,69,69
8195,203848,Richard Windbichler,29,Austria,Seongnam FC,€725K,€2K,66,66
8196,203871,Valentín Viola,26,Argentina,San Martin de Tucumán,€975K,€6K,68,68
8197,204022,Kaja Rogulj,30,Croatia,FC Luzern,€200K,€3K,62,62
8198,204030,Stelios Kitsiou,26,Greece,MKE Ankaragücü,€2.5M,€17K,72,73
8199,204044,Martin Kobylański,26,Poland,Eintracht Braunschweig,€1.6M,€7K,68,71
8200,204136,Michael de Leeuw,33,Netherlands,FC Emmen,€900K,€5K,69,69
8201,204176,Tuğrul Erat,25,Azerbaijan,MSV Duisburg,€525K,€3K,64,65
8202,204211,Paul Papp,30,Romania,Universitatea Craiova,€625K,€3K,65,65
8203,204219,Adam Jackson,26,England,Lincoln City,€825K,€3K,65,68
8204,204334,Ioannis Gelios,28,Greece,Holstein Kiel,€1.3M,€9K,70,71
8205,204337,Gervasio Núñez,31,Argentina,Central Córdoba,€2.1M,€8K,71,71
8206,204354,Jak Alnwick,27,England,St. Mirren,€1M,€2K,67,70
8207,204737,Salvador José Milhazes Agra,28,Portugal,CD Tondela,€850K,€3K,66,66
8208,204761,Grant Hall,28,England,Middlesbrough,€1.2M,€9K,69,69
8209,204778,Joan Angel Román Ollè,25,Spain,Miedź Legnica,€775K,€2K,66,67
8210,204826,Abdoulaye Ba,29,Senegal,Moreirense FC,€725K,€4K,66,66
8211,193713,Jiegei Qian,28,China PR,Shanghai Greenland Shenhua FC,€220K,€3K,59,59
8212,193839,Rômulo Souza Orestes Caldeira,32,Italy,Brescia,€5M,€17K,75,75
8213,193953,Abdoul Razzagui Camara,27,Guinea,En Avant de Guingamp,€3.1M,€20K,72,72
8214,194050,Max Grün,33,Germany,Borussia Mönchengladbach,€325K,€9K,67,67
8215,194053,Lasse Sobiech,29,Germany,FC Zürich,€2M,€18K,72,72
8216,194163,Jukka Raitala,31,Finland,Minnesota United FC,€700K,€3K,67,67
8217,194203,Nenad Tomović,32,Serbia,SPAL,€1M,€3K,70,70
8218,194363,Naoki Yamada,29,Japan,Shonan Bellmare,€575K,€1K,64,64
8219,194431,Mikkel Kirkeskov,28,Denmark,Holstein Kiel,€925K,€7K,67,67
8220,194718,Amara Baby,31,Senegal,KAS Eupen,€1M,€6K,68,68
8221,194795,Gonzalo Jara,34,Chile,Club Tijuana,€525K,€11K,70,70
8222,194979,Tiago Miguel Baía Pinto,32,Portugal,MKE Ankaragücü,€3.9M,€23K,75,75
8223,195087,Radosav Petrović,31,Serbia,UD Almería,€2.1M,€8K,73,73
8224,195286,Jóan Símun Edmundsson,28,Faroe Islands,DSC Arminia Bielefeld,€1.2M,€10K,68,68
8225,195395,Ivan Ivanov,28,Bulgaria,Arsenal Tula,€1.3M,€20K,71,71
8226,196916,Marlon Pack,29,England,Cardiff City,€2M,€20K,72,72
8227,196930,Marvin Bejarano,32,Bolivia,,€0,€0,69,69
8228,197081,Adrien Regattin,28,Morocco,FC Cincinnati,€1.9M,€7K,71,71
8229,197226,Sören Bertram,29,Germany,1. FC Magdeburg,€475K,€2K,63,63
8230,197678,Ali Ahamada,28,Comoros,SK Brann,€1M,€2K,68,70
8231,197786,Giulio Donati,30,Italy,AC Monza,€2M,€4K,72,72
8232,197904,Mike Cestor,28,DR Congo,CFR Cluj,€975K,€5K,67,68
8233,197945,Ryan Bowman,28,England,Exeter City,€600K,€4K,64,64
8234,198198,Jordi Amat Maas,28,Spain,KAS Eupen,€1.5M,€7K,70,71
8235,198344, Everton Felipe,19,Brazil,Sport Club do Recife,€0,€0,62,69
8236,198428,Jacques Zoua,27,Cameroon,FC Viitorul,€675K,€4K,66,66
8237,198437,Tom Bradshaw,27,Wales,Millwall,€1.5M,€8K,69,69
8238,198455,Johan Larsson,30,Sweden,IF Elfsborg,€1.6M,€4K,71,71
8239,198504,Josip Drmić,27,Switzerland,Norwich City,€1.7M,€8K,70,70
8240,198513,Cláudio Pires de Morais Ramos,28,Portugal,FC Porto,€6.5M,€11K,76,78
8241,198589,Greg Garza,28,United States,FC Cincinnati,€925K,€3K,67,67
8242,198601,Luis Mendoza,30,Mexico,Mazatlán FC,€1.5M,€8K,70,70
8243,198625,Scott Bain,28,Scotland,Celtic,€1.1M,€21K,70,70
8244,198635,Wellington Alves da Silva,22,Brazil,Bolton Wanderers,€4.6M,€30K,74,80
8245,198705,Andy Najar,27,Honduras,Los Angeles FC,€1.5M,€4K,69,70
8246,198904,Grant Hanley,28,Scotland,Norwich City,€2.6M,€10K,73,73
8247,199146,Andy Halliday,27,Scotland,Rangers FC,€675K,€15K,67,67
8248,199165,Jun A Yang,31,Korea Republic,Incheon United FC,€325K,€1K,63,63
8249,199199,Jorge Casado Rodríguez,27,Spain,Real Zaragoza,€575K,€7K,67,67
8250,199339,Manuel Riemann,31,Germany,VfL Bochum 1848,€1.6M,€12K,73,73
8251,199412,Sebastião de Freitas Couto,28,Brazil,Al Shabab,€1.9M,€22K,71,71
8252,199418,Eric Bauthéac,30,France,Brisbane Roar,€5.5M,€8K,74,74
8253,199419,Yoann Court,30,France,Stade Malherbe Caen,€5.5M,€9K,75,75
8254,199498,Gavin Massey,27,England,Wigan Athletic,€900K,€2K,66,66
8255,199689,Ángel Sepúlveda,29,Mexico,Querétaro,€1.9M,€9K,71,71
8256,199763,Bartosz Bereszyński,27,Poland,Sampdoria,€2.3M,€13K,72,72
8257,199800,Zakarya Bergdich,31,Morocco,BB Erzurumspor,€1.7M,€10K,72,72
