,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
491,Xavi,es  ESP,MF,Barcelona,34,1980,19.8,2,,11,,,0.55,,0.18,,0,0
492,Xisco,es  ESP,FW,Córdoba,28,1986,2.7,1,,1,,,0.37,,1.00,,0,0
493,Jordi Xumetra,es  ESP,"FW,MF",Levante,28,1985,10.8,0,,1,,,0.09,,0.00,,0,0
494,Karim Yoda,fr  FRA,MF,Getafe,25,1988,11.5,4,,7,,,0.61,,0.57,,0,0
495,Yoel,es  ESP,GK,Valencia,25,1988,1.2,0,,0,,,0.00,,,,0,0
496,Héctor Yuste,es  ESP,"DF,MF",Granada,26,1988,3.5,0,,0,,,0.00,,,,0,0
497,Joseba Zaldúa,es  ESP,DF,Real Sociedad,22,1992,21.3,0,,1,,,0.05,,0.00,,0,0
498,Nabil El Zhar,ma  MAR,"FW,MF",Levante,27,1986,7.6,1,,5,,,0.66,,0.20,,0,0
499,Jonathan Zongo,bf  BFA,"FW,MF",Almería,25,1989,17.4,2,,9,,,0.52,,0.22,,0,0
500,Eñaut Zubikarai,es  ESP,GK,Real Sociedad,30,1984,16.0,0,,0,,,0.00,,,,0,0
501,David Zurutuza,es  ESP,MF,Real Sociedad,28,1986,10.9,2,,3,,,0.27,,0.67,,0,0
502,Martin Ødegaard,no  NOR,"FW,MF",Real Madrid,15,1998,0.4,0,,0,,,0.00,,,,0,0
